   No.   	Time N (s)	Depth N (µm)	Force N (mN)
  685	  141.804	     0.54026	     0.20938
  686	  142.007	     0.55883	     0.20448
  687	  142.209	     0.57851	     0.20977
  688	  142.412	     0.59799	     0.20360
  689	  142.615	     0.61859	     0.20489
  690	  142.802	     0.63742	     0.20512
  691	  143.005	     0.65884	     0.20731
  692	  143.208	     0.67854	     0.20228
  693	  143.411	     0.69666	     0.19933
  694	  143.613	     0.71861	     0.20460
  695	  143.801	     0.73822	     0.21472
  696	  144.003	     0.75330	     0.35799
  697	  144.206	     0.76284	     0.71522
  698	  144.409	     0.77444	     1.31840
  699	  144.612	     0.78986	     2.08060
  700	  144.815	     0.80714	     2.95815
  701	  145.002	     0.81939	     3.92968
  702	  145.205	     0.83523	     5.05018
  703	  145.407	     0.84818	     6.23729
  704	  145.610	     0.86982	     7.44277
  705	  145.813	     0.88948	     8.60956
  706	  146.016	     0.90938	     9.73727
  707	  146.203	     0.92883	    10.75789
  708	  146.406	     0.95060	    11.84628
  709	  146.609	     0.97197	    12.80472
  710	  146.811	     1.02985	    12.90395
  711	  147.014	     1.04811	    12.37940
  712	  147.201	     1.05372	    12.27033
  713	  147.404	     1.06312	    12.61307
  714	  147.607	     1.08410	    12.37337	23	Unload
  715	  147.810	     1.07482	    11.49828
  716	  148.013	     1.06141	    10.33279
  717	  148.215	     1.04168	     9.05889
  718	  148.403	     1.02587	     7.82158
  719	  148.605	     1.00742	     6.44411
  720	  148.808	     0.98818	     5.13090
  721	  149.011	     0.96908	     3.98526
  722	  149.214	     0.95169	     2.79810
  723	  149.401	     0.92916	     1.76074
  724	  149.604	     0.90419	     0.80233
  725	  149.807	     0.87243	     0.25189
  726	  150.009	     0.84011	     0.21248
  727	  150.212	     0.82260	     0.20560
  728	  150.415	     0.80151	     0.21567
  729	  150.602	     0.78247	     0.21044
  730	  150.805	     0.75963	     0.21186
  731	  151.008	     0.74035	     0.21516
  732	  151.211	     0.72214	     0.20571
  733	  151.413	     0.70067	     0.20883
  734	  151.601	     0.68134	     0.21077
  735	  151.803	     0.65846	     0.20974
  736	  152.006	     0.64024	     0.20669
  737	  152.209	     0.62090	     0.20457
  738	  152.412	     0.60204	     0.21544
  739	  152.615	     0.58259	     0.20752
  740	  152.802	     0.56294	     0.21287
  741	  153.005	     0.53820	     0.20703
  742	  153.207	     0.52142	     0.20403
  743	  153.410	     0.49947	     0.21406
  744	  153.613	     0.48104	     0.21761
  745	  153.816	     0.46206	     0.21290
  746	  154.003	     0.44139	     0.20540
  747	  154.206	     0.42103	     0.22007
  748	  154.409	     0.40104	     0.21952
  749	  154.611	     0.38093	     0.21444
  750	  154.814	     0.36193	     0.21234
  751	  155.001	     0.34006	     0.21463
  752	  155.204	     0.31999	     0.21380
  753	  155.407	     0.30092	     0.21082
  754	  155.610	     0.28132	     0.21132
  755	  155.813	     0.26097	     0.20843
  756	  156.015	     0.24084	     0.21988
  757	  156.203	     0.22081	     0.21417
  758	  156.405	     0.20073	     0.21991
  759	  156.608	     0.17963	     0.21991
  760	  156.811	     0.16167	     0.22425
  761	  157.014	     0.14279	     0.20909
  762	  157.201	     0.12228	     0.21846
  763	  157.404	     0.10108	     0.21939
  764	  157.607	     0.08046	     0.21630
  765	  157.809	     0.05907	     0.21428
  766	  158.012	     0.04100	     0.21560
  767	  158.215	     0.02255	     0.21575
  768	  158.402	     0.00232	     0.21879
  769	  158.605	     0.01747	     0.22264	24	Load
  770	  158.808	     0.03881	     0.21660
  771	  159.011	     0.05663	     0.21676
  772	  159.213	     0.07675	     0.22772
  773	  159.401	     0.09734	     0.23592
  774	  159.603	     0.11866	     0.22879
  775	  159.806	     0.13695	     0.23291
  776	  160.009	     0.15820	     0.23539
  777	  160.212	     0.17918	     0.23324
  778	  160.415	     0.19813	     0.23124
  779	  160.602	     0.21767	     0.22795
  780	  160.805	     0.23837	     0.22876
  781	  161.007	     0.25902	     0.23720
  782	  161.210	     0.27746	     0.23400
  783	  161.413	     0.29853	     0.23603
  784	  161.616	     0.31889	     0.23821
  785	  161.803	     0.33673	     0.23306
  786	  162.006	     0.35857	     0.23459
  787	  162.209	     0.37941	     0.23501
  788	  162.411	     0.39698	     0.23733
  789	  162.614	     0.41703	     0.23756
  790	  162.801	     0.43777	     0.23839
  791	  163.004	     0.45824	     0.23139
  792	  163.207	     0.47971	     0.23463
  793	  163.410	     0.49720	     0.23205
  794	  163.613	     0.51733	     0.23204
  795	  163.815	     0.53797	     0.23005
  796	  164.003	     0.55800	     0.23729
  797	  164.205	     0.57797	     0.21636
  798	  164.408	     0.59915	     0.22488
  799	  164.611	     0.61724	     0.22697
  800	  164.814	     0.63836	     0.22259
  801	  165.001	     0.65730	     0.22994
  802	  165.204	     0.67851	     0.22708
  803	  165.407	     0.69872	     0.23092
  804	  165.609	     0.71798	     0.23981
  805	  165.812	     0.73825	     0.23045
  806	  166.015	     0.75818	     0.22668
  807	  166.202	     0.77625	     0.22820
  808	  166.405	     0.79895	     0.22703
  809	  166.608	     0.82006	     0.23431
  810	  166.811	     0.83732	     0.23507
  811	  167.013	     0.85446	     0.30237
  812	  167.201	     0.86527	     0.52778
  813	  167.403	     0.87994	     1.01457
  814	  167.606	     0.89385	     1.70321
  815	  167.809	     0.90682	     2.55090
  816	  168.012	     0.92152	     3.47551
  817	  168.215	     0.93968	     4.53263
  818	  168.402	     0.95054	     5.60835
  819	  168.605	     0.96966	     6.84906
  820	  168.807	     0.99071	     8.02276
  821	  169.010	     1.00941	     9.13985
  822	  169.213	     1.02562	    10.26583
  823	  169.416	     1.05003	    11.37674
  824	  169.603	     1.07174	    12.28942
  825	  169.806	     1.12685	    12.55651
  826	  170.009	     1.14993	    12.09031
  827	  170.211	     1.15374	    11.98299
  828	  170.414	     1.16979	    12.26847
  829	  170.601	     1.17947	    12.07365	25	Unload
  830	  170.804	     1.17421	    11.18592
  831	  171.007	     1.15996	    10.00324
  832	  171.210	     1.14379	     8.84510
  833	  171.413	     1.12360	     7.55061
  834	  171.615	     1.10748	     6.24637
  835	  171.803	     1.08594	     5.03618
  836	  172.005	     1.07234	     3.81331
  837	  172.208	     1.04853	     2.53780
  838	  172.411	     1.02740	     1.52770
  839	  172.614	     1.00197	     0.68870
  840	  172.801	     0.96906	     0.24077
  841	  173.004	     0.93925	     0.22205
  842	  173.207	     0.91867	     0.22789
  843	  173.409	     0.90120	     0.22037
  844	  173.612	     0.88121	     0.21096
  845	  173.815	     0.86062	     0.22045
  846	  174.002	     0.84130	     0.21025
  847	  174.205	     0.81950	     0.22208
  848	  174.408	     0.80051	     0.22272
  849	  174.611	     0.78070	     0.22484
  850	  174.813	     0.76133	     0.22256
  851	  175.001	     0.74057	     0.21753
  852	  175.203	     0.72006	     0.21685
  853	  175.406	     0.69921	     0.21900
  854	  175.609	     0.68113	     0.21394
  855	  175.812	     0.66225	     0.21957
  856	  176.015	     0.64171	     0.21951
  857	  176.202	     0.61987	     0.21914
  858	  176.405	     0.60080	     0.21604
  859	  176.607	     0.57944	     0.21127
  860	  176.810	     0.56053	     0.21551
  861	  177.013	     0.54216	     0.21781
  862	  177.216	     0.52118	     0.21490
  863	  177.403	     0.50162	     0.21394
  864	  177.606	     0.48041	     0.22258
  865	  177.809	     0.46021	     0.22682
  866	  178.011	     0.44059	     0.21910
  867	  178.214	     0.42193	     0.21576
  868	  178.401	     0.40191	     0.22277
  869	  178.604	     0.38135	     0.21954
  870	  178.807	     0.36051	     0.21340
  871	  179.010	     0.34132	     0.22661
  872	  179.213	     0.32179	     0.22167
  873	  179.415	     0.30264	     0.22364
  874	  179.603	     0.28213	     0.21942
  875	  179.805	     0.26033	     0.22091
  876	  180.008	     0.24112	     0.21846
  877	  180.211	     0.22159	     0.21240
  878	  180.414	     0.20174	     0.21686
  879	  180.601	     0.18129	     0.21027
  880	  180.804	     0.16045	     0.22033
  881	  181.007	     0.14139	     0.21438
  882	  181.209	     0.12097	     0.21738
  883	  181.412	     0.10085	     0.22163
  884	  181.615	     0.08215	     0.21747
  885	  181.802	     0.06070	     0.21912
  886	  182.005	     0.03958	     0.22130
  887	  182.208	     0.02055	     0.22220
  888	  182.411	     0.00122	     0.22199
  889	  182.613	     0.01886	     0.22285	26	Load
  890	  182.801	     0.03740	     0.22902
  891	  183.003	     0.05756	     0.22406
  892	  183.206	     0.07995	     0.22514
  893	  183.409	     0.09864	     0.23827
  894	  183.612	     0.11730	     0.23019
  895	  183.815	     0.13769	     0.22028
  896	  184.002	     0.15759	     0.23006
  897	  184.205	     0.17769	     0.23130
  898	  184.407	     0.19907	     0.22756
  899	  184.610	     0.21818	     0.22561
  900	  184.813	     0.23725	     0.23187
  901	  185.016	     0.25724	     0.22306
  902	  185.203	     0.27811	     0.22438
  903	  185.406	     0.29808	     0.22490
  904	  185.609	     0.31956	     0.24492
  905	  185.811	     0.33670	     0.22789
  906	  186.014	     0.35770	     0.22785
  907	  186.201	     0.37841	     0.23386
  908	  186.404	     0.40006	     0.22381
  909	  186.607	     0.41859	     0.22960
  910	  186.810	     0.43827	     0.22412
  911	  187.013	     0.45691	     0.22785
  912	  187.215	     0.47752	     0.23949
  913	  187.403	     0.49890	     0.23270
  914	  187.605	     0.51829	     0.22685
  915	  187.808	     0.53939	     0.22359
  916	  188.011	     0.55732	     0.22313
  917	  188.214	     0.57628	     0.23503
  918	  188.401	     0.59663	     0.23781
  919	  188.604	     0.61823	     0.23535
  920	  188.807	     0.63818	     0.23651
  921	  189.009	     0.65735	     0.22415
  922	  189.212	     0.67817	     0.23914
  923	  189.415	     0.69777	     0.23927
  924	  189.602	     0.71697	     0.23366
  925	  189.805	     0.73900	     0.23781
  926	  190.008	     0.75766	     0.22098
  927	  190.211	     0.77737	     0.22854
  928	  190.413	     0.79836	     0.22485
  929	  190.601	     0.81754	     0.22794
  930	  190.803	     0.83911	     0.22961
  931	  191.006	     0.86000	     0.22968
  932	  191.209	     0.87769	     0.23554
  933	  191.412	     0.89780	     0.23876
  934	  191.615	     0.91897	     0.23207
  935	  191.802	     0.93715	     0.23241
  936	  192.005	     0.95581	     0.28609
  937	  192.207	     0.96750	     0.48386
  938	  192.410	     0.98091	     0.88187
  939	  192.613	     0.99471	     1.52697
  940	  192.816	     1.01054	     2.28454
  941	  193.003	     1.02193	     3.15386
  942	  193.206	     1.03782	     4.29923
  943	  193.409	     1.05112	     5.45316
  944	  193.611	     1.07046	     6.64436
  945	  193.814	     1.09177	     7.80992
  946	  194.001	     1.10776	     8.90991
  947	  194.204	     1.12889	    10.07028
  948	  194.407	     1.15080	    11.10743
  949	  194.610	     1.17556	    12.03133
  950	  194.813	     1.22799	    12.15255
  951	  195.015	     1.24431	    11.74521
  952	  195.203	     1.25019	    11.74808
  953	  195.405	     1.27048	    12.08450
  954	  195.608	     1.28642	    11.71259	27	Unload
  955	  195.811	     1.27545	    10.75236
  956	  196.014	     1.26239	     9.55381
  957	  196.201	     1.24517	     8.25334
  958	  196.404	     1.22633	     6.90944
  959	  196.607	     1.20715	     5.60943
  960	  196.809	     1.18648	     4.36320
  961	  197.012	     1.17073	     3.24632
  962	  197.215	     1.15099	     2.11110
  963	  197.402	     1.12716	     1.14585
  964	  197.605	     1.09979	     0.39233
  965	  197.808	     1.05937	     0.22971
  966	  198.011	     1.04168	     0.23638
  967	  198.213	     1.02295	     0.23667
  968	  198.401	     1.00109	     0.23856
  969	  198.603	     0.98138	     0.23805
  970	  198.806	     0.96101	     0.22186
  971	  199.009	     0.93976	     0.22262
  972	  199.212	     0.92231	     0.22818
  973	  199.415	     0.90095	     0.23601
  974	  199.602	     0.87963	     0.23019
  975	  199.805	     0.85956	     0.23599
  976	  200.007	     0.84196	     0.22686
  977	  200.210	     0.82009	     0.23120
  978	  200.413	     0.80150	     0.23026
  979	  200.616	     0.78185	     0.21434
  980	  200.803	     0.76164	     0.22687
  981	  201.006	     0.74071	     0.22122
  982	  201.209	     0.71966	     0.22434
  983	  201.411	     0.70118	     0.21789
  984	  201.614	     0.68205	     0.22348
  985	  201.801	     0.66180	     0.22385
  986	  202.004	     0.64265	     0.21717
  987	  202.207	     0.61911	     0.21882
  988	  202.410	     0.60080	     0.22015
  989	  202.613	     0.57977	     0.21912
  990	  202.815	     0.56121	     0.21567
  991	  203.003	     0.54238	     0.22210
  992	  203.205	     0.52176	     0.22057
  993	  203.408	     0.49962	     0.22240
  994	  203.611	     0.48055	     0.21033
  995	  203.814	     0.46120	     0.20681
  996	  204.001	     0.44285	     0.20847
  997	  204.204	     0.42038	     0.20389
  998	  204.407	     0.40081	     0.20464
  999	  204.609	     0.38133	     0.20284
 1000	  204.812	     0.36347	     0.20806
 1001	  205.015	     0.34023	     0.20343
 1002	  205.202	     0.32131	     0.20105
 1003	  205.405	     0.30075	     0.21482
 1004	  205.608	     0.28017	     0.21264
 1005	  205.811	     0.26170	     0.21183
 1006	  206.013	     0.24249	     0.20924
 1007	  206.201	     0.22146	     0.19811
 1008	  206.403	     0.19982	     0.20617
 1009	  206.606	     0.18077	     0.21486
 1010	  206.809	     0.16002	     0.20870
 1011	  207.012	     0.14143	     0.21011
 1012	  207.215	     0.12268	     0.21889
 1013	  207.402	     0.10098	     0.21169
 1014	  207.605	     0.08184	     0.20542
 1015	  207.807	     0.06012	     0.20214
 1016	  208.010	     0.04204	     0.19687
 1017	  208.213	     0.02171	     0.19702
 1018	  208.416	     0.00101	     0.19976
 1019	  208.603	     0.01761	     0.20420	28	Load
 1020	  208.806	     0.04009	     0.19005
 1021	  209.009	     0.05929	     0.20571
 1022	  209.211	     0.07794	     0.19681
 1023	  209.414	     0.09737	     0.20997
 1024	  209.601	     0.11652	     0.20472
 1025	  209.804	     0.13811	     0.20774
 1026	  210.007	     0.15825	     0.20596
 1027	  210.210	     0.17713	     0.21025
 1028	  210.413	     0.19779	     0.20770
 1029	  210.615	     0.21852	     0.20919
 1030	  210.803	     0.23747	     0.20546
 1031	  211.005	     0.25868	     0.20381
 1032	  211.208	     0.27985	     0.19886
 1033	  211.411	     0.29801	     0.19909
 1034	  211.614	     0.31687	     0.19759
 1035	  211.801	     0.33766	     0.19458
 1036	  212.004	     0.35782	     0.18989
 1037	  212.207	     0.37928	     0.19320
 1038	  212.409	     0.39761	     0.20542
 1039	  212.612	     0.41732	     0.20002
 1040	  212.815	     0.43786	     0.18951
