   No.   	Time N (s)	Depth N (µm)	Force N (mN)
  676	  139.901	     0.37787	     0.02975
  677	  140.104	     0.39960	     0.03971
  678	  140.307	     0.41930	     0.02937
  679	  140.510	     0.43932	     0.03544
  680	  140.712	     0.45888	     0.02579
  681	  140.915	     0.47947	     0.02984
  682	  141.102	     0.49720	     0.03904
  683	  141.305	     0.51792	     0.04095
  684	  141.508	     0.54103	     0.03625
  685	  141.711	     0.55924	     0.03555
  686	  141.914	     0.57761	     0.03963
  687	  142.101	     0.59787	     0.04318
  688	  142.304	     0.62027	     0.03596
  689	  142.506	     0.63927	     0.03467
  690	  142.709	     0.65903	     0.04267
  691	  142.912	     0.67723	     0.04212
  692	  143.115	     0.69800	     0.04757
  693	  143.302	     0.71792	     0.04327
  694	  143.505	     0.73984	     0.04116
  695	  143.708	     0.75902	     0.03282
  696	  143.910	     0.77860	     0.03368
  697	  144.113	     0.79753	     0.04153
  698	  144.300	     0.81267	     0.14904
  699	  144.503	     0.82345	     0.47057
  700	  144.706	     0.83975	     1.06796
  701	  144.909	     0.85051	     1.78078
  702	  145.112	     0.86688	     2.62067
  703	  145.314	     0.88199	     3.58067
  704	  145.502	     0.89637	     4.66988
  705	  145.704	     0.91334	     5.85020
  706	  145.907	     0.93282	     6.98259
  707	  146.110	     0.94911	     8.05635
  708	  146.313	     0.96977	     9.19627
  709	  146.516	     1.00471	    10.07583
  710	  146.703	     1.05848	     9.57083
  711	  146.906	     1.05753	     9.42654
  712	  147.108	     1.06987	     9.72844
  713	  147.311	     1.08482	     9.47703	23	Unload
  714	  147.514	     1.07774	     8.55811
  715	  147.701	     1.06327	     7.42879
  716	  147.904	     1.04662	     6.12201
  717	  148.107	     1.03119	     4.81119
  718	  148.310	     1.00985	     3.48109
  719	  148.512	     0.99390	     2.32768
  720	  148.715	     0.97226	     1.20330
  721	  148.902	     0.94356	     0.33744
  722	  149.105	     0.90178	     0.04213
  723	  149.308	     0.88123	     0.03726
  724	  149.511	     0.86108	     0.03345
  725	  149.714	     0.84106	     0.03193
  726	  149.901	     0.82095	     0.02664
  727	  150.104	     0.80073	     0.02182
  728	  150.306	     0.78064	     0.03034
  729	  150.509	     0.76011	     0.02183
  730	  150.712	     0.74209	     0.02860
  731	  150.915	     0.72146	     0.02930
  732	  151.102	     0.70205	     0.01763
  733	  151.305	     0.67862	     0.02573
  734	  151.508	     0.66337	     0.02725
  735	  151.710	     0.64264	     0.02549
  736	  151.913	     0.62216	     0.02695
  737	  152.116	     0.60269	     0.02473
  738	  152.303	     0.58183	     0.01800
  739	  152.506	     0.56192	     0.02523
  740	  152.709	     0.53967	     0.02088
  741	  152.912	     0.52235	     0.02767
  742	  153.114	     0.50314	     0.02552
  743	  153.302	     0.48042	     0.02665
  744	  153.504	     0.46109	     0.02997
  745	  153.707	     0.44007	     0.02570
  746	  153.910	     0.42307	     0.01954
  747	  154.113	     0.40033	     0.01856
  748	  154.300	     0.38258	     0.01947
  749	  154.503	     0.36156	     0.01880
  750	  154.706	     0.34022	     0.01594
  751	  154.908	     0.31982	     0.01870
  752	  155.111	     0.30086	     0.02458
  753	  155.314	     0.28167	     0.02357
  754	  155.501	     0.26299	     0.02241
  755	  155.704	     0.23978	     0.02349
  756	  155.907	     0.22153	     0.02103
  757	  156.110	     0.19928	     0.01814
  758	  156.312	     0.18227	     0.02077
  759	  156.515	     0.16287	     0.02642
  760	  156.702	     0.14103	     0.02566
  761	  156.905	     0.12323	     0.02307
  762	  157.108	     0.10277	     0.01926
  763	  157.311	     0.08197	     0.01985
  764	  157.514	     0.06100	     0.01512
  765	  157.701	     0.04104	     0.01874
  766	  157.904	     0.01986	     0.02339
  767	  158.106	     0.00071	     0.02233
  768	  158.309	     0.02032	     0.02619	24	Load
  769	  158.512	     0.03826	     0.02678
  770	  158.715	     0.05715	     0.02136
  771	  158.902	     0.07605	     0.02716
  772	  159.105	     0.09745	     0.03561
  773	  159.308	     0.12100	     0.03183
  774	  159.510	     0.13748	     0.03708
  775	  159.713	     0.15814	     0.03884
  776	  159.916	     0.17818	     0.03707
  777	  160.103	     0.19941	     0.04580
  778	  160.306	     0.21744	     0.03040
  779	  160.509	     0.23743	     0.03541
  780	  160.712	     0.25863	     0.03196
  781	  160.914	     0.27855	     0.03499
  782	  161.102	     0.29843	     0.04146
  783	  161.304	     0.31775	     0.02995
  784	  161.507	     0.33694	     0.03076
  785	  161.710	     0.35912	     0.03760
  786	  161.913	     0.37920	     0.04155
  787	  162.116	     0.39749	     0.03597
  788	  162.303	     0.41964	     0.03689
  789	  162.506	     0.43780	     0.02782
  790	  162.708	     0.45765	     0.03573
  791	  162.911	     0.47788	     0.02952
  792	  163.114	     0.49744	     0.03841
  793	  163.301	     0.51847	     0.03463
  794	  163.504	     0.54039	     0.02801
  795	  163.707	     0.55688	     0.02344
  796	  163.910	     0.57921	     0.02815
  797	  164.112	     0.59718	     0.03267
  798	  164.300	     0.61890	     0.03750
  799	  164.502	     0.63888	     0.03385
  800	  164.705	     0.65968	     0.02967
  801	  164.908	     0.67906	     0.03446
  802	  165.111	     0.69886	     0.03628
  803	  165.314	     0.71807	     0.03210
  804	  165.501	     0.73848	     0.02967
  805	  165.704	     0.76000	     0.02488
  806	  165.906	     0.77903	     0.02149
  807	  166.109	     0.79781	     0.02954
  808	  166.312	     0.81937	     0.02592
  809	  166.515	     0.83775	     0.02002
  810	  166.702	     0.85792	     0.03035
  811	  166.905	     0.87905	     0.02235
  812	  167.108	     0.90166	     0.03049
  813	  167.310	     0.91154	     0.09092
  814	  167.513	     0.92675	     0.38050
  815	  167.716	     0.93962	     0.85847
  816	  167.903	     0.95379	     1.49343
  817	  168.106	     0.96544	     2.36753
  818	  168.309	     0.97889	     3.36729
  819	  168.512	     1.00003	     4.42139
  820	  168.714	     1.01464	     5.52970
  821	  168.902	     1.02951	     6.67140
  822	  169.104	     1.05091	     7.85390
  823	  169.307	     1.07018	     9.01473
  824	  169.510	     1.11275	     9.73184
  825	  169.713	     1.15121	     9.23340
  826	  169.916	     1.15648	     9.20749
  827	  170.103	     1.17167	     9.46361
  828	  170.306	     1.18642	     9.11101	25	Unload
  829	  170.508	     1.17739	     8.16639
  830	  170.711	     1.16299	     7.12173
  831	  170.914	     1.14899	     5.86841
  832	  171.101	     1.12996	     4.62748
  833	  171.304	     1.11228	     3.35090
  834	  171.507	     1.09140	     2.23546
  835	  171.710	     1.06867	     1.15390
  836	  171.912	     1.05173	     0.55876
  837	  172.115	     1.00730	     0.03206
  838	  172.302	     0.98151	     0.02115
  839	  172.505	     0.96013	     0.02529
  840	  172.708	     0.93994	     0.02133
  841	  172.911	     0.92183	     0.02092
  842	  173.114	     0.90156	     0.02072
  843	  173.301	     0.88310	     0.02087
  844	  173.504	     0.86026	     0.01890
  845	  173.706	     0.84093	     0.02654
  846	  173.909	     0.82100	     0.02780
  847	  174.112	     0.80246	     0.02104
  848	  174.315	     0.78341	     0.01542
  849	  174.502	     0.76037	     0.01520
  850	  174.705	     0.73985	     0.02230
  851	  174.908	     0.71903	     0.02205
  852	  175.110	     0.70220	     0.02935
  853	  175.313	     0.68095	     0.02032
  854	  175.516	     0.66182	     0.02449
  855	  175.703	     0.64069	     0.02298
  856	  175.906	     0.62636	     0.02877
  857	  176.109	     0.60023	     0.01851
  858	  176.312	     0.58926	     0.02305
  859	  176.514	     0.56075	     0.03137
  860	  176.702	     0.54317	     0.02865
  861	  176.904	     0.52061	     0.02427
  862	  177.107	     0.50600	     0.02224
  863	  177.310	     0.48258	     0.03014
  864	  177.513	     0.46181	     0.03120
  865	  177.716	     0.44304	     0.02716
  866	  177.903	     0.42105	     0.02829
  867	  178.106	     0.40844	     0.02401
  868	  178.308	     0.38107	     0.01738
  869	  178.511	     0.36118	     0.01623
  870	  178.714	     0.34170	     0.02309
  871	  178.901	     0.32110	     0.01590
  872	  179.104	     0.30795	     0.01452
  873	  179.307	     0.28363	     0.01787
  874	  179.510	     0.26103	     0.01834
  875	  179.712	     0.24181	     0.02546
  876	  179.915	     0.22146	     0.02428
  877	  180.102	     0.20962	     0.01865
  878	  180.305	     0.18347	     0.01558
  879	  180.508	     0.16775	     0.02386
  880	  180.711	     0.14226	     0.02169
  881	  180.914	     0.12221	     0.02537
  882	  181.101	     0.10301	     0.02859
  883	  181.304	     0.08050	     0.02842
  884	  181.506	     0.06224	     0.03267
  885	  181.709	     0.03974	     0.02465
  886	  181.912	     0.02808	     0.02538
  887	  182.115	     0.00158	     0.03489
  888	  182.302	     0.00884	     0.02790	26	Load
  889	  182.505	     0.03918	     0.02087
  890	  182.708	     0.05765	     0.02817
  891	  182.910	     0.07820	     0.03566
  892	  183.113	     0.09784	     0.04206
  893	  183.300	     0.11105	     0.02534
  894	  183.503	     0.13928	     0.02752
  895	  183.706	     0.15806	     0.02999
  896	  183.909	     0.17782	     0.02641
  897	  184.112	     0.19951	     0.03344
  898	  184.314	     0.21763	     0.03970
  899	  184.502	     0.23784	     0.02959
  900	  184.704	     0.25948	     0.03519
  901	  184.907	     0.28114	     0.03387
  902	  185.110	     0.29729	     0.02663
  903	  185.313	     0.31796	     0.02032
  904	  185.516	     0.33922	     0.02908
  905	  185.703	     0.35880	     0.02233
  906	  185.906	     0.37899	     0.02220
  907	  186.108	     0.39810	     0.02689
  908	  186.311	     0.41668	     0.02254
  909	  186.514	     0.43822	     0.02231
  910	  186.701	     0.45745	     0.01609
  911	  186.904	     0.47328	     0.00675
  912	  187.107	     0.49937	     0.01756
  913	  187.310	     0.51916	     0.01824
  914	  187.512	     0.53191	     0.01919
  915	  187.715	     0.55840	     0.01857
  916	  187.902	     0.57090	     0.01628
  917	  188.105	     0.60043	     0.00083
  918	  188.308	     0.61975	     0.01214
  919	  188.511	     0.63948	     0.00563
  920	  188.714	     0.65748	     0.01009
  921	  188.901	     0.67819	     0.01074
  922	  189.104	     0.69874	    -0.00017
  923	  189.306	     0.71885	     0.01809
  924	  189.509	     0.73923	     0.00833
  925	  189.712	     0.75782	     0.00495
  926	  189.915	     0.77283	     0.00653
  927	  190.102	     0.79792	    -0.00773
  928	  190.305	     0.81962	     0.00791
  929	  190.508	     0.83901	     0.00295
  930	  190.710	     0.85722	     0.00043
  931	  190.913	     0.87758	     0.00948
  932	  191.116	     0.89870	     0.00703
  933	  191.303	     0.91630	     0.00601
  934	  191.506	     0.94063	     0.00314
  935	  191.709	     0.95885	     0.00282
  936	  191.912	     0.97900	     0.00563
  937	  192.114	     0.99225	     0.01513
  938	  192.302	     1.01492	     0.02706
  939	  192.504	     1.02490	     0.18436
  940	  192.707	     1.04162	     0.64448
  941	  192.910	     1.05424	     1.26757
  942	  193.113	     1.06898	     2.05016
  943	  193.300	     1.08130	     2.90985
  944	  193.503	     1.09188	     3.71520
  945	  193.706	     1.11031	     4.97874
  946	  193.908	     1.13145	     6.27008
  947	  194.111	     1.14991	     7.42258
  948	  194.314	     1.17149	     8.52620
  949	  194.501	     1.20570	     9.41773
  950	  194.704	     1.24989	     9.02506
  951	  194.907	     1.26185	     8.88378
  952	  195.110	     1.26726	     9.02017
  953	  195.312	     1.27943	     8.92907	27	Unload
  954	  195.515	     1.27504	     8.42674
  955	  195.702	     1.26544	     7.43961
  956	  195.905	     1.24848	     6.05243
  957	  196.108	     1.23059	     4.68037
  958	  196.311	     1.21272	     3.43897
  959	  196.514	     1.19744	     2.52978
  960	  196.701	     1.17422	     1.42235
  961	  196.904	     1.15649	     0.61211
  962	  197.106	     1.10834	    -0.00200
  963	  197.309	     1.08006	    -0.00624
  964	  197.512	     1.06758	     0.00086
  965	  197.715	     1.04112	    -0.00166
  966	  197.902	     1.02140	     0.00294
  967	  198.105	     0.99886	    -0.00162
  968	  198.308	     0.97895	    -0.01051
  969	  198.510	     0.96232	    -0.01425
  970	  198.713	     0.94209	    -0.02383
  971	  198.916	     0.92091	    -0.00785
  972	  199.103	     0.90202	     0.00159
  973	  199.306	     0.88097	    -0.00790
  974	  199.509	     0.86912	    -0.00469
  975	  199.712	     0.84205	    -0.00988
  976	  199.914	     0.82828	    -0.01071
  977	  200.102	     0.80180	    -0.01186
  978	  200.304	     0.78160	    -0.00229
  979	  200.507	     0.76248	     0.00391
  980	  200.710	     0.74078	     0.00022
  981	  200.913	     0.72263	    -0.00827
  982	  201.116	     0.70135	    -0.00188
  983	  201.303	     0.68314	    -0.00646
  984	  201.506	     0.65979	    -0.00735
  985	  201.708	     0.64189	    -0.00217
  986	  201.911	     0.62165	     0.00105
  987	  202.114	     0.60306	    -0.00074
  988	  202.301	     0.58135	    -0.00691
  989	  202.504	     0.56672	    -0.00834
  990	  202.707	     0.54081	    -0.01003
  991	  202.910	     0.52136	    -0.00928
  992	  203.112	     0.50369	    -0.00985
  993	  203.300	     0.48340	    -0.00337
  994	  203.502	     0.46657	    -0.00549
  995	  203.705	     0.44130	    -0.00439
  996	  203.908	     0.42103	     0.00169
  997	  204.111	     0.40170	     0.00261
  998	  204.314	     0.38120	     0.00026
  999	  204.501	     0.36147	    -0.00598
 1000	  204.704	     0.34204	    -0.00176
 1001	  204.906	     0.32139	    -0.00594
 1002	  205.109	     0.30132	    -0.00135
 1003	  205.312	     0.28181	    -0.00324
 1004	  205.515	     0.26128	     0.00163
 1005	  205.702	     0.24285	    -0.00157
 1006	  205.905	     0.21961	     0.00120
 1007	  206.108	     0.20103	     0.00036
 1008	  206.310	     0.18185	     0.00256
 1009	  206.513	     0.16333	     0.00239
 1010	  206.716	     0.14154	     0.00252
 1011	  206.903	     0.12311	    -0.00282
 1012	  207.106	     0.10003	     0.00047
 1013	  207.309	     0.08166	    -0.01141
 1014	  207.512	     0.06777	    -0.01525
 1015	  207.714	     0.04311	    -0.02410
 1016	  207.902	     0.02273	    -0.01195
 1017	  208.104	     0.00226	    -0.01286
 1018	  208.307	     0.01931	    -0.01450	28	Load
 1019	  208.510	     0.03700	    -0.01445
 1020	  208.713	     0.05837	    -0.01041
 1021	  208.916	     0.07894	    -0.00790
 1022	  209.103	     0.09864	    -0.00198
 1023	  209.306	     0.11289	    -0.00803
 1024	  209.508	     0.13833	     0.00135
 1025	  209.711	     0.15752	     0.00505
 1026	  209.914	     0.17846	     0.00454
 1027	  210.101	     0.19813	     0.00218
 1028	  210.304	     0.21915	     0.00247
 1029	  210.507	     0.23994	    -0.00187
 1030	  210.710	     0.25875	     0.00412
 1031	  210.912	     0.27918	     0.00612
 1032	  211.115	     0.29913	    -0.00148
 1033	  211.302	     0.31803	     0.00565
 1034	  211.505	     0.33915	     0.00890
 1035	  211.708	     0.35892	     0.00719
 1036	  211.911	     0.37768	     0.00702
 1037	  212.114	     0.39753	     0.00920
 1038	  212.301	     0.41778	     0.00574
 1039	  212.504	     0.43558	     0.00962
 1040	  212.706	     0.45879	     0.00727
 1041	  212.909	     0.47838	     0.00492
 1042	  213.112	     0.49707	     0.00141
 1043	  213.315	     0.51872	     0.00130
 1044	  213.502	     0.52991	     0.00671
 1045	  213.705	     0.55810	     0.01027
 1046	  213.908	     0.57777	     0.00498
 1047	  214.110	     0.59759	     0.00752
 1048	  214.313	     0.61805	     0.01449
 1049	  214.516	     0.63933	    -0.00109
 1050	  214.703	     0.65864	     0.01044
 1051	  214.906	     0.67964	     0.00751
 1052	  215.109	     0.70020	     0.00313
 1053	  215.312	     0.71959	     0.00330
 1054	  215.514	     0.73041	    -0.00769
 1055	  215.702	     0.75714	     0.00332
 1056	  215.904	     0.77783	     0.00548
 1057	  216.107	     0.79846	     0.00930
 1058	  216.310	     0.81711	     0.00859
 1059	  216.513	     0.83120	     0.01651
 1060	  216.716	     0.85703	    -0.00086
 1061	  216.903	     0.86980	     0.01019
 1062	  217.106	     0.89789	     0.00862
 1063	  217.308	     0.91921	     0.01068
 1064	  217.511	     0.93231	     0.01084
 1065	  217.714	     0.95783	     0.01494
 1066	  217.901	     0.97038	     0.01759
 1067	  218.104	     0.99748	     0.00715
 1068	  218.307	     1.01844	     0.00701
 1069	  218.510	     1.03853	     0.01098
 1070	  218.712	     1.05749	     0.00858
 1071	  218.915	     1.07890	     0.00114
 1072	  219.102	     1.09724	     0.01828
 1073	  219.305	     1.11609	     0.07710
 1074	  219.508	     1.12461	     0.32683
 1075	  219.711	     1.13926	     0.81355
 1076	  219.914	     1.14929	     1.26754
 1077	  220.101	     1.16519	     2.05727
 1078	  220.304	     1.18151	     3.10657
 1079	  220.506	     1.19545	     4.28283
 1080	  220.709	     1.21816	     5.42769
 1081	  220.912	     1.22988	     6.48449
 1082	  221.115	     1.25016	     7.64780
 1083	  221.302	     1.26788	     8.75513
 1084	  221.505	     1.32122	     9.10756
 1085	  221.708	     1.34973	     8.72729
 1086	  221.910	     1.35373	     8.80041
 1087	  222.113	     1.37471	     9.05035
 1088	  222.300	     1.38984	     8.63649	29	Unload
 1089	  222.503	     1.38126	     7.61122
 1090	  222.706	     1.36509	     6.38514
 1091	  222.909	     1.35064	     5.11551
 1092	  223.112	     1.33393	     3.88820
 1093	  223.314	     1.31237	     2.65127
 1094	  223.502	     1.29000	     1.55252
 1095	  223.704	     1.26709	     0.59265
 1096	  223.907	     1.22980	     0.01100
 1097	  224.110	     1.20349	     0.00473
 1098	  224.313	     1.18170	    -0.00412
 1099	  224.516	     1.16155	     0.00580
 1100	  224.703	     1.14110	     0.01051
 1101	  224.906	     1.12105	     0.01368
 1102	  225.108	     1.10316	     0.01097
 1103	  225.311	     1.08270	     0.00400
 1104	  225.514	     1.06810	     0.00338
 1105	  225.701	     1.04260	     0.00991
 1106	  225.904	     1.02655	     0.00461
 1107	  226.107	     1.00236	     0.01046
 1108	  226.310	     0.97996	     0.00346
 1109	  226.512	     0.96961	     0.01099
 1110	  226.715	     0.94145	     0.00582
 1111	  226.902	     0.92970	     0.00822
 1112	  227.105	     0.90145	     0.00391
 1113	  227.308	     0.88170	     0.00709
 1114	  227.511	     0.86939	     0.00215
 1115	  227.714	     0.84349	     0.00891
 1116	  227.901	     0.82930	     0.00800
 1117	  228.104	     0.80312	     0.00878
 1118	  228.306	     0.78127	     0.00903
 1119	  228.509	     0.76038	     0.00572
 1120	  228.712	     0.74209	     0.01008
 1121	  228.915	     0.72860	     0.02084
 1122	  229.102	     0.70375	     0.00243
 1123	  229.305	     0.68120	     0.00172
 1124	  229.508	     0.65898	     0.00368
 1125	  229.711	     0.64132	     0.01278
 1126	  229.913	     0.63076	    -0.00081
 1127	  230.101	     0.60185	     0.00067
 1128	  230.303	     0.57988	     0.00872
 1129	  230.506	     0.56344	    -0.00523
 1130	  230.709	     0.54012	    -0.00373
 1131	  230.912	     0.52122	     0.00235
 1132	  231.115	     0.50194	     0.00324
 1133	  231.302	     0.48273	     0.00255
 1134	  231.505	     0.46673	     0.00407
 1135	  231.707	     0.44088	     0.00985
 1136	  231.910	     0.42816	     0.01103
 1137	  232.113	     0.40920	     0.00376
 1138	  232.300	     0.38291	     0.00518
 1139	  232.503	     0.36779	     0.00810
 1140	  232.706	     0.34014	     0.00658
 1141	  232.909	     0.32138	    -0.00161
 1142	  233.111	     0.30162	     0.00830
 1143	  233.314	     0.28281	     0.00834
 1144	  233.501	     0.26912	     0.00545
 1145	  233.704	     0.24080	     0.00198
 1146	  233.907	     0.22054	     0.00614
 1147	  234.110	     0.20088	     0.00236
 1148	  234.313	     0.18408	     0.00620
 1149	  234.515	     0.16344	     0.01498
 1150	  234.703	     0.13990	    -0.00075
 1151	  234.905	     0.12141	    -0.00130
 1152	  235.108	     0.10040	    -0.00186
 1153	  235.311	     0.08288	     0.00185
 1154	  235.514	     0.06867	    -0.00164
 1155	  235.701	     0.04319	    -0.00631
 1156	  235.904	     0.01996	    -0.00582
 1157	  236.107	     0.00091	    -0.00688
 1158	  236.309	     0.01787	    -0.01506	30	Load
 1159	  236.512	     0.03164	     0.00076
 1160	  236.715	     0.05889	     0.01081
 1161	  236.902	     0.07218	     0.01451
 1162	  237.105	     0.09942	     0.00595
 1163	  237.308	     0.11975	     0.01788
 1164	  237.511	     0.13833	     0.01720
 1165	  237.713	     0.15798	     0.02123
 1166	  237.901	     0.16880	     0.02264
 1167	  238.103	     0.19875	     0.01901
 1168	  238.306	     0.21782	     0.02436
 1169	  238.509	     0.23918	     0.01953
 1170	  238.712	     0.25048	     0.02381
 1171	  238.915	     0.27769	     0.02010
 1172	  239.102	     0.29759	     0.01385
 1173	  239.305	     0.31897	     0.01098
 1174	  239.507	     0.33862	     0.02069
 1175	  239.710	     0.35826	     0.01436
 1176	  239.913	     0.37699	     0.01500
 1177	  240.116	     0.39712	     0.01732
 1178	  240.303	     0.41729	     0.02219
 1179	  240.506	     0.43722	     0.02180
 1180	  240.709	     0.45638	     0.00598
 1181	  240.911	     0.47751	     0.00513
 1182	  241.114	     0.49636	     0.00066
 1183	  241.301	     0.51904	     0.00732
 1184	  241.504	     0.53400	     0.00965
 1185	  241.707	     0.55808	     0.01316
 1186	  241.910	     0.57805	     0.01568
 1187	  242.113	     0.59628	     0.01664
 1188	  242.300	     0.61602	     0.00681
 1189	  242.503	     0.63348	     0.01441
 1190	  242.705	     0.65990	     0.00460
 1191	  242.908	     0.67877	     0.01354
 1192	  243.111	     0.69926	     0.01425
 1193	  243.314	     0.71829	     0.01263
 1194	  243.501	     0.72935	     0.02505
 1195	  243.704	     0.75954	     0.02258
 1196	  243.907	     0.77865	     0.00448
 1197	  244.109	     0.79954	     0.00392
 1198	  244.312	     0.81743	     0.01723
 1199	  244.515	     0.83788	     0.00867
 1200	  244.702	     0.85726	     0.01167
 1201	  244.905	     0.87042	     0.01343
 1202	  245.108	     0.89817	     0.00853
 1203	  245.311	     0.91784	     0.01220
 1204	  245.513	     0.92998	     0.00844
 1205	  245.701	     0.96003	    -0.00240
 1206	  245.903	     0.97941	     0.00958
 1207	  246.106	     0.99026	     0.00324
 1208	  246.309	     1.01769	     0.01070
 1209	  246.512	     1.03738	     0.00646
 1210	  246.715	     1.05794	     0.01385
 1211	  246.902	     1.07745	     0.00321
 1212	  247.105	     1.09844	     0.00213
 1213	  247.307	     1.11772	     0.00419
 1214	  247.510	     1.13608	     0.00195
 1215	  247.713	     1.15755	     0.01450
 1216	  247.916	     1.17076	     0.02275
 1217	  248.103	     1.19748	     0.01567
 1218	  248.306	     1.21900	     0.02052
 1219	  248.509	     1.23299	     0.14282
 1220	  248.711	     1.24420	     0.40758
 1221	  248.914	     1.25859	     0.97051
 1222	  249.101	     1.27011	     1.66086
 1223	  249.304	     1.28448	     2.53102
 1224	  249.507	     1.30135	     3.56529
 1225	  249.710	     1.31600	     4.60852
 1226	  249.913	     1.33160	     5.77252
 1227	  250.115	     1.35414	     6.94771
 1228	  250.303	     1.37045	     7.97618
 1229	  250.505	     1.40573	     8.93280
 1230	  250.708	     1.45076	     8.62775
 1231	  250.911	     1.45781	     8.58592
 1232	  251.114	     1.47227	     8.80337
 1233	  251.301	     1.48946	     8.48794	31	Unload
 1234	  251.504	     1.48404	     7.77179
 1235	  251.707	     1.46905	     6.55253
 1236	  251.909	     1.45210	     5.15269
 1237	  252.112	     1.43560	     3.87183
 1238	  252.315	     1.41526	     2.55913
 1239	  252.502	     1.39670	     1.66611
 1240	  252.705	     1.37285	     0.59044
 1241	  252.908	     1.33919	     0.04111
 1242	  253.111	     1.30167	     0.01472
 1243	  253.313	     1.28201	     0.01026
 1244	  253.501	     1.26207	     0.01271
 1245	  253.703	     1.24254	     0.01567
 1246	  253.906	     1.22050	     0.00943
 1247	  254.109	     1.20155	     0.00392
 1248	  254.312	     1.18190	     0.01119
 1249	  254.515	     1.16939	     0.00687
 1250	  254.702	     1.14343	     0.00785
 1251	  254.905	     1.12256	     0.02179
 1252	  255.107	     1.10097	     0.01641
 1253	  255.310	     1.08200	     0.01411
 1254	  255.513	     1.06211	     0.01693
 1255	  255.716	     1.04291	     0.01932
 1256	  255.903	     1.03108	     0.01910
 1257	  256.106	     1.00128	     0.00638
 1258	  256.309	     0.98166	     0.00954
 1259	  256.511	     0.96185	     0.00899
 1260	  256.714	     0.94144	     0.01617
 1261	  256.901	     0.93062	     0.01581
 1262	  257.104	     0.90076	     0.00857
 1263	  257.307	     0.88154	     0.01518
 1264	  257.510	     0.86281	     0.00987
 1265	  257.713	     0.84269	     0.01682
 1266	  257.915	     0.82308	     0.00567
 1267	  258.103	     0.80317	     0.01056
 1268	  258.305	     0.78024	     0.01356
 1269	  258.508	     0.76154	     0.00739
 1270	  258.711	     0.74206	     0.00438
 1271	  258.914	     0.72986	     0.00044
 1272	  259.101	     0.70361	     0.01524
 1273	  259.304	     0.68138	     0.00636
 1274	  259.507	     0.66073	     0.01186
 1275	  259.709	     0.64034	     0.00485
 1276	  259.912	     0.62200	     0.01167
 1277	  260.115	     0.60280	     0.01233
 1278	  260.302	     0.58253	     0.00827
 1279	  260.505	     0.56696	     0.01291
 1280	  260.708	     0.54175	    -0.00171
 1281	  260.911	     0.52311	     0.00536
 1282	  261.113	     0.50258	     0.01692
 1283	  261.301	     0.48331	     0.01236
 1284	  261.503	     0.46913	     0.00856
 1285	  261.706	     0.44047	     0.01539
 1286	  261.909	     0.42138	     0.02041
 1287	  262.112	     0.40269	     0.00809
 1288	  262.315	     0.38196	     0.01409
 1289	  262.502	     0.36882	     0.01323
 1290	  262.705	     0.34107	     0.00074
 1291	  262.907	     0.32215	     0.01632
 1292	  263.110	     0.30148	     0.01680
 1293	  263.313	     0.28170	     0.01911
 1294	  263.516	     0.26145	     0.01745
 1295	  263.703	     0.24221	     0.01630
 1296	  263.906	     0.22042	     0.00650
 1297	  264.109	     0.20040	     0.01360
 1298	  264.311	     0.18155	     0.00507
 1299	  264.514	     0.17043	     0.01589
 1300	  264.701	     0.14198	     0.00791
 1301	  264.904	     0.12869	     0.01573
 1302	  265.107	     0.09976	     0.00913
 1303	  265.310	     0.08081	     0.01052
 1304	  265.513	     0.07017	     0.00850
 1305	  265.715	     0.04179	     0.01602
 1306	  265.903	     0.02885	     0.00589
 1307	  266.105	     0.00071	     0.01311
 1308	  266.308	     0.01647	     0.01333	32	Load
 1309	  266.511	     0.03040	     0.01755
 1310	  266.714	     0.05652	     0.01895
 1311	  266.901	     0.07714	     0.01895
 1312	  267.104	     0.09911	     0.01763
 1313	  267.307	     0.11646	     0.01951
 1314	  267.509	     0.13846	     0.01999
 1315	  267.712	     0.15779	     0.02089
 1316	  267.915	     0.17327	     0.02746
 1317	  268.102	     0.19142	     0.03483
 1318	  268.305	     0.21970	     0.03157
 1319	  268.508	     0.23724	     0.02892
 1320	  268.711	     0.25775	     0.03027
 1321	  268.913	     0.27275	     0.03888
 1322	  269.101	     0.29676	     0.03430
 1323	  269.303	     0.31652	     0.02716
 1324	  269.506	     0.33825	     0.02143
 1325	  269.709	     0.35849	     0.02341
 1326	  269.912	     0.37619	     0.02826
 1327	  270.115	     0.39804	     0.03075
 1328	  270.302	     0.41794	     0.02761
 1329	  270.505	     0.43212	     0.02235
 1330	  270.707	     0.46087	     0.01965
 1331	  270.910	     0.47692	     0.02104
 1332	  271.113	     0.49731	     0.02410
 1333	  271.316	     0.51645	     0.02922
 1334	  271.503	     0.53016	     0.02459
 1335	  271.706	     0.55834	     0.02673
 1336	  271.909	     0.57673	     0.02522
 1337	  272.111	     0.59801	     0.02872
 1338	  272.314	     0.61838	     0.03352
 1339	  272.501	     0.63658	     0.03553
 1340	  272.704	     0.65963	     0.02567
 1341	  272.907	     0.67857	     0.02733
 1342	  273.110	     0.69799	     0.03022
 1343	  273.313	     0.71742	     0.03361
 1344	  273.515	     0.73705	     0.03069
 1345	  273.703	     0.75663	     0.03291
 1346	  273.905	     0.77801	     0.04226
 1347	  274.108	     0.79887	     0.03478
 1348	  274.311	     0.81806	     0.04121
 1349	  274.514	     0.83641	     0.03409
