   No.   	Time N (s)	Depth N (µm)	Force N (mN)
 2006	  405.913	     0.02212	    -0.01821
 2007	  406.116	     0.00437	    -0.02015
 2008	  406.303	     0.01500	    -0.01396	40	Load
 2009	  406.506	     0.03792	    -0.01694
 2010	  406.708	     0.05731	    -0.01212
 2011	  406.911	     0.07613	    -0.01999
 2012	  407.114	     0.09629	    -0.01652
 2013	  407.301	     0.11543	    -0.01195
 2014	  407.504	     0.13651	    -0.00338
 2015	  407.707	     0.15814	    -0.00704
 2016	  407.910	     0.17921	    -0.01715
 2017	  408.112	     0.19650	    -0.02029
 2018	  408.315	     0.21654	    -0.01365
 2019	  408.502	     0.23438	    -0.01702
 2020	  408.705	     0.25772	    -0.01292
 2021	  408.908	     0.27744	    -0.01386
 2022	  409.111	     0.29558	    -0.01052
 2023	  409.314	     0.31581	    -0.00811
 2024	  409.501	     0.33660	    -0.00742
 2025	  409.704	     0.35830	    -0.00506
 2026	  409.906	     0.37840	    -0.00674
 2027	  410.109	     0.39824	    -0.01446
 2028	  410.312	     0.41529	    -0.00607
 2029	  410.515	     0.43575	    -0.01351
 2030	  410.702	     0.45748	    -0.01395
 2031	  410.905	     0.47778	    -0.00816
 2032	  411.108	     0.49755	    -0.00910
 2033	  411.310	     0.51613	    -0.01071
 2034	  411.513	     0.53574	    -0.01351
 2035	  411.716	     0.55561	    -0.00603
 2036	  411.903	     0.57662	    -0.01128
 2037	  412.106	     0.59695	    -0.01159
 2038	  412.309	     0.61903	    -0.02076
 2039	  412.512	     0.63525	    -0.01101
 2040	  412.714	     0.65709	    -0.01121
 2041	  412.902	     0.67627	    -0.00954
 2042	  413.104	     0.69859	    -0.00450
 2043	  413.307	     0.71739	    -0.00786
 2044	  413.510	     0.73558	    -0.00238
 2045	  413.713	     0.75672	    -0.00609
 2046	  413.916	     0.77610	    -0.01144
 2047	  414.103	     0.79455	    -0.01226
 2048	  414.306	     0.81830	     0.00088
 2049	  414.508	     0.83656	    -0.00332
 2050	  414.711	     0.85650	     0.00479
 2051	  414.914	     0.87554	    -0.00175
 2052	  415.101	     0.89552	     0.00250
 2053	  415.304	     0.91728	     0.00757
 2054	  415.507	     0.93809	    -0.00348
 2055	  415.710	     0.95899	    -0.00224
 2056	  415.912	     0.97509	     0.00601
 2057	  416.115	     0.99549	    -0.00469
 2058	  416.302	     1.01664	    -0.00318
 2059	  416.505	     1.03862	     0.00644
 2060	  416.708	     1.05816	     0.00852
 2061	  416.911	     1.07711	     0.00364
 2062	  417.114	     1.09690	     0.00334
 2063	  417.301	     1.11471	     0.00977
 2064	  417.504	     1.13802	    -0.00201
 2065	  417.706	     1.15739	     0.00762
 2066	  417.909	     1.17710	     0.00862
 2067	  418.112	     1.19714	    -0.00058
 2068	  418.315	     1.21672	    -0.00252
 2069	  418.502	     1.23599	    -0.00650
 2070	  418.705	     1.25753	    -0.00323
 2071	  418.908	     1.27602	     0.00661
 2072	  419.110	     1.29610	     0.00352
 2073	  419.313	     1.31618	     0.00243
 2074	  419.516	     1.33424	     0.01119
 2075	  419.703	     1.35563	    -0.00220
 2076	  419.906	     1.37813	     0.00586
 2077	  420.109	     1.39801	    -0.00046
 2078	  420.312	     1.41623	    -0.00240
 2079	  420.514	     1.43653	     0.00495
 2080	  420.702	     1.45651	     0.00294
 2081	  420.904	     1.47796	    -0.00286
 2082	  421.107	     1.49891	     0.00812
 2083	  421.310	     1.51529	     0.00268
 2084	  421.513	     1.53423	     0.00096
 2085	  421.716	     1.55625	     0.00018
 2086	  421.903	     1.57720	    -0.00547
 2087	  422.106	     1.59932	     0.00306
 2088	  422.308	     1.61786	     0.00158
 2089	  422.511	     1.63678	     0.00012
 2090	  422.714	     1.65614	     0.00122
 2091	  422.901	     1.67636	     0.00424
 2092	  423.104	     1.69729	     0.00562
 2093	  423.307	     1.71699	    -0.00096
 2094	  423.510	     1.73737	     0.01929
 2095	  423.712	     1.74717	     0.22996
 2096	  423.915	     1.75880	     0.64429
 2097	  424.102	     1.77100	     1.25552
 2098	  424.305	     1.78771	     2.13214
 2099	  424.508	     1.80024	     3.11304
 2100	  424.711	     1.81525	     4.15132
 2101	  424.914	     1.83154	     5.31056
 2102	  425.101	     1.85247	     6.40809
 2103	  425.304	     1.87154	     7.53953
 2104	  425.506	     1.91880	     8.17812
 2105	  425.709	     1.94667	     7.88342
 2106	  425.912	     1.95491	     7.93005
 2107	  426.115	     1.97446	     8.17293
 2108	  426.302	     1.98924	     7.86627	41	Unload
 2109	  426.505	     1.98140	     6.88549
 2110	  426.708	     1.96591	     5.73078
 2111	  426.910	     1.95279	     4.55002
 2112	  427.113	     1.93364	     3.29371
 2113	  427.316	     1.91553	     2.07743
 2114	  427.503	     1.89349	     1.01357
 2115	  427.706	     1.86252	     0.16346
 2116	  427.909	     1.82245	     0.00935
 2117	  428.112	     1.80387	     0.00802
 2118	  428.314	     1.78452	    -0.00107
 2119	  428.502	     1.76502	     0.00871
 2120	  428.704	     1.74264	     0.00392
 2121	  428.907	     1.72234	     0.00348
 2122	  429.110	     1.70456	     0.00758
 2123	  429.313	     1.68374	     0.01093
 2124	  429.516	     1.66535	     0.00960
 2125	  429.703	     1.64483	     0.01029
 2126	  429.906	     1.62120	     0.00524
 2127	  430.108	     1.60113	     0.00820
 2128	  430.311	     1.58514	     0.01442
 2129	  430.514	     1.56423	     0.00263
 2130	  430.701	     1.54239	     0.01011
 2131	  430.904	     1.52223	     0.01281
 2132	  431.107	     1.50274	     0.01018
 2133	  431.310	     1.48383	     0.01059
 2134	  431.512	     1.46369	     0.00556
 2135	  431.715	     1.44395	     0.01729
 2136	  431.902	     1.42557	     0.01279
 2137	  432.105	     1.40157	     0.00162
 2138	  432.308	     1.38164	     0.01219
 2139	  432.511	     1.36346	     0.01284
 2140	  432.714	     1.34354	     0.00837
 2141	  432.901	     1.32591	     0.01150
 2142	  433.104	     1.30286	     0.01182
 2143	  433.306	     1.28276	     0.01177
 2144	  433.509	     1.26414	     0.01354
 2145	  433.712	     1.24321	     0.01840
 2146	  433.915	     1.22357	     0.01286
 2147	  434.102	     1.20441	     0.01758
 2148	  434.305	     1.18238	     0.01478
 2149	  434.508	     1.16337	     0.00532
 2150	  434.710	     1.14431	     0.01638
 2151	  434.913	     1.12450	     0.01098
 2152	  435.116	     1.10351	     0.01455
 2153	  435.303	     1.08387	     0.00150
 2154	  435.506	     1.06323	    -0.00280
 2155	  435.709	     1.04299	     0.01046
 2156	  435.912	     1.02544	     0.01401
 2157	  436.114	     1.00361	     0.00960
 2158	  436.302	     0.98423	     0.01378
 2159	  436.504	     0.96308	     0.00530
 2160	  436.707	     0.94307	     0.00987
 2161	  436.910	     0.92470	     0.01179
 2162	  437.113	     0.90446	     0.01273
 2163	  437.316	     0.88408	     0.01009
 2164	  437.503	     0.86517	     0.00889
 2165	  437.706	     0.84169	     0.02592
 2166	  437.908	     0.82275	     0.01555
 2167	  438.111	     0.80216	     0.01806
 2168	  438.314	     0.78542	     0.00356
 2169	  438.501	     0.76367	     0.00744
 2170	  438.704	     0.74191	     0.01036
 2171	  438.907	     0.72297	     0.01096
 2172	  439.110	     0.70157	     0.01189
 2173	  439.312	     0.68295	     0.01760
 2174	  439.515	     0.66511	     0.00962
 2175	  439.702	     0.64492	     0.01629
 2176	  439.905	     0.62261	     0.01581
 2177	  440.108	     0.60190	     0.01959
 2178	  440.311	     0.58346	     0.01995
 2179	  440.514	     0.56324	     0.02328
 2180	  440.701	     0.54332	     0.02510
 2181	  440.904	     0.52282	     0.02344
 2182	  441.106	     0.50400	     0.02338
 2183	  441.309	     0.48327	     0.02084
 2184	  441.512	     0.46380	     0.02440
 2185	  441.715	     0.44314	     0.02371
 2186	  441.902	     0.42374	     0.02221
 2187	  442.105	     0.40201	     0.02054
 2188	  442.308	     0.38292	     0.01862
 2189	  442.510	     0.36495	     0.02252
 2190	  442.713	     0.34272	     0.01985
 2191	  442.916	     0.32470	     0.01968
 2192	  443.103	     0.30497	     0.01564
 2193	  443.306	     0.28154	     0.02079
 2194	  443.509	     0.26169	     0.03047
 2195	  443.712	     0.24362	     0.02048
 2196	  443.914	     0.22349	     0.02485
 2197	  444.102	     0.20403	     0.03041
 2198	  444.304	     0.18246	     0.02316
 2199	  444.507	     0.16399	     0.02570
 2200	  444.710	     0.14499	     0.03030
 2201	  444.913	     0.12492	     0.02442
 2202	  445.116	     0.10434	     0.02989
 2203	  445.303	     0.08500	     0.03083
 2204	  445.506	     0.06189	     0.03180
 2205	  445.708	     0.04137	     0.02758
 2206	  445.911	     0.02410	     0.02493
 2207	  446.114	     0.00346	     0.03225
 2208	  446.301	     0.01524	     0.02499	42	Load
 2209	  446.504	     0.03710	     0.03242
 2210	  446.707	     0.05584	     0.03081
 2211	  446.910	     0.07699	     0.03550
 2212	  447.112	     0.09590	     0.03604
 2213	  447.315	     0.11635	     0.02535
 2214	  447.502	     0.13400	     0.03655
 2215	  447.705	     0.15780	     0.04549
 2216	  447.908	     0.17710	     0.02924
 2217	  448.111	     0.19610	     0.03651
 2218	  448.314	     0.21640	     0.03685
 2219	  448.501	     0.23580	     0.03142
 2220	  448.704	     0.25779	     0.02765
 2221	  448.906	     0.27687	     0.04069
 2222	  449.109	     0.29597	     0.03616
 2223	  449.312	     0.31651	     0.03424
 2224	  449.515	     0.33538	     0.02890
 2225	  449.702	     0.35572	     0.03038
 2226	  449.905	     0.37677	     0.03378
 2227	  450.108	     0.39885	     0.02837
 2228	  450.310	     0.41503	     0.03539
 2229	  450.513	     0.43505	     0.02840
 2230	  450.716	     0.45613	     0.02452
 2231	  450.903	     0.47502	     0.02968
 2232	  451.106	     0.49647	     0.03624
 2233	  451.309	     0.51670	     0.03797
 2234	  451.512	     0.53537	     0.03305
 2235	  451.714	     0.55504	     0.03817
 2236	  451.902	     0.57439	     0.03418
 2237	  452.104	     0.59731	     0.03188
 2238	  452.307	     0.61756	     0.03246
 2239	  452.510	     0.63493	     0.03346
 2240	  452.713	     0.65630	     0.02568
 2241	  452.916	     0.67469	     0.02908
 2242	  453.103	     0.69675	     0.03362
 2243	  453.306	     0.71662	     0.02979
 2244	  453.508	     0.73602	     0.02912
 2245	  453.711	     0.75776	     0.03438
 2246	  453.914	     0.77438	     0.03775
 2247	  454.101	     0.79583	     0.03230
 2248	  454.304	     0.81827	     0.02761
 2249	  454.507	     0.83594	     0.03674
 2250	  454.710	     0.85870	     0.02695
 2251	  454.912	     0.87562	     0.03262
 2252	  455.115	     0.89782	     0.03772
 2253	  455.302	     0.91479	     0.03492
 2254	  455.505	     0.93632	     0.03290
 2255	  455.708	     0.95693	     0.03223
 2256	  455.911	     0.97595	     0.03224
 2257	  456.114	     0.99516	     0.03894
 2258	  456.301	     1.01549	     0.03918
 2259	  456.504	     1.03696	     0.03958
 2260	  456.706	     1.05632	     0.03651
 2261	  456.909	     1.07836	     0.03790
 2262	  457.112	     1.09585	     0.03034
 2263	  457.315	     1.11574	     0.04498
 2264	  457.502	     1.13594	     0.02657
 2265	  457.705	     1.15771	     0.03062
 2266	  457.908	     1.17736	     0.03246
 2267	  458.111	     1.19579	     0.01806
 2268	  458.313	     1.21584	     0.02741
 2269	  458.501	     1.23459	     0.02847
 2270	  458.703	     1.25607	     0.03554
 2271	  458.906	     1.27936	     0.02705
 2272	  459.109	     1.29818	     0.03327
 2273	  459.312	     1.31499	     0.02485
 2274	  459.515	     1.33471	     0.02511
 2275	  459.702	     1.35625	     0.03041
 2276	  459.905	     1.37848	     0.03035
 2277	  460.107	     1.39703	     0.03374
 2278	  460.310	     1.41649	     0.02604
 2279	  460.513	     1.43760	     0.03158
 2280	  460.716	     1.45543	     0.02741
 2281	  460.903	     1.47546	     0.02042
 2282	  461.106	     1.49692	     0.03153
 2283	  461.309	     1.51725	     0.02606
 2284	  461.511	     1.53475	     0.04003
 2285	  461.714	     1.55615	     0.02478
 2286	  461.901	     1.57491	     0.02992
 2287	  462.104	     1.59910	     0.02604
 2288	  462.307	     1.61776	     0.02333
 2289	  462.510	     1.63566	     0.02681
 2290	  462.713	     1.65652	     0.03258
 2291	  462.915	     1.67615	     0.02700
 2292	  463.103	     1.69547	     0.03462
 2293	  463.305	     1.71640	     0.02257
 2294	  463.508	     1.73770	     0.03255
 2295	  463.711	     1.75656	     0.02874
 2296	  463.914	     1.77406	     0.03698
 2297	  464.101	     1.79697	     0.03966
 2298	  464.304	     1.81845	     0.03884
 2299	  464.507	     1.83428	     0.05205
 2300	  464.709	     1.85110	     0.19576
 2301	  464.912	     1.85968	     0.50931
 2302	  465.115	     1.87344	     1.10331
 2303	  465.302	     1.88726	     1.83841
 2304	  465.505	     1.90001	     2.84299
 2305	  465.708	     1.91699	     3.93889
 2306	  465.911	     1.93405	     4.98791
 2307	  466.113	     1.95324	     6.09216
 2308	  466.301	     1.96849	     7.15514
 2309	  466.503	     2.00565	     8.08662
 2310	  466.706	     2.04727	     7.86288
 2311	  466.909	     2.05486	     7.90377
 2312	  467.112	     2.07557	     8.07990
 2313	  467.315	     2.08768	     7.80471	43	Unload
 2314	  467.502	     2.07985	     6.98044
 2315	  467.705	     2.06653	     5.85837
 2316	  467.907	     2.04955	     4.61716
 2317	  468.110	     2.03497	     3.44593
 2318	  468.313	     2.01610	     2.22061
 2319	  468.516	     1.99261	     1.15588
 2320	  468.703	     1.96876	     0.29983
 2321	  468.906	     1.92277	     0.01396
 2322	  469.109	     1.90131	     0.01622
 2323	  469.311	     1.88460	     0.02027
 2324	  469.514	     1.86500	     0.01269
 2325	  469.701	     1.84563	     0.02049
 2326	  469.904	     1.82275	     0.02316
 2327	  470.107	     1.80186	     0.01316
 2328	  470.310	     1.78409	     0.01502
 2329	  470.513	     1.76545	     0.01711
 2330	  470.715	     1.74356	     0.01532
 2331	  470.903	     1.72592	     0.01761
 2332	  471.105	     1.70349	     0.00570
 2333	  471.308	     1.68066	     0.01030
 2334	  471.511	     1.66295	     0.01623
 2335	  471.714	     1.64320	     0.01137
 2336	  471.901	     1.62623	     0.01084
 2337	  472.104	     1.60352	     0.00497
 2338	  472.307	     1.58315	     0.00815
 2339	  472.509	     1.56273	     0.00887
 2340	  472.712	     1.54225	     0.00477
 2341	  472.915	     1.52366	     0.01095
 2342	  473.102	     1.50596	     0.01044
 2343	  473.305	     1.48463	    -0.00241
 2344	  473.508	     1.46180	    -0.00014
 2345	  473.711	     1.44459	    -0.00087
 2346	  473.913	     1.42407	     0.00064
 2347	  474.101	     1.40442	     0.01170
 2348	  474.303	     1.38282	     0.00482
 2349	  474.506	     1.36469	     0.00177
 2350	  474.709	     1.34299	    -0.00514
 2351	  474.912	     1.32506	    -0.00651
 2352	  475.115	     1.30299	    -0.00628
 2353	  475.302	     1.28643	    -0.00547
 2354	  475.505	     1.26170	     0.00460
 2355	  475.707	     1.23983	    -0.00434
 2356	  475.910	     1.22734	    -0.00737
 2357	  476.113	     1.20329	    -0.01481
 2358	  476.316	     1.18565	    -0.00847
 2359	  476.503	     1.16371	    -0.00582
 2360	  476.706	     1.14540	    -0.01938
 2361	  476.909	     1.12265	    -0.01640
 2362	  477.111	     1.10438	    -0.01290
 2363	  477.314	     1.08400	    -0.01439
 2364	  477.501	     1.06699	    -0.00913
 2365	  477.704	     1.04274	    -0.01272
 2366	  477.907	     1.02360	    -0.00012
 2367	  478.110	     1.00394	    -0.00671
 2368	  478.313	     0.98602	    -0.01216
 2369	  478.515	     0.96568	    -0.01558
 2370	  478.703	     0.94345	    -0.01066
 2371	  478.905	     0.92265	    -0.02207
 2372	  479.108	     0.90200	    -0.01268
 2373	  479.311	     0.88368	    -0.02257
 2374	  479.514	     0.86478	    -0.02189
 2375	  479.701	     0.84617	    -0.00873
 2376	  479.904	     0.82402	    -0.01388
 2377	  480.107	     0.80388	    -0.01097
 2378	  480.309	     0.78317	    -0.02436
 2379	  480.512	     0.76491	    -0.01835
 2380	  480.715	     0.74343	    -0.01120
 2381	  480.902	     0.72584	    -0.00877
 2382	  481.105	     0.70250	    -0.00949
 2383	  481.308	     0.68249	    -0.01054
 2384	  481.511	     0.66518	    -0.01795
 2385	  481.713	     0.64467	    -0.01136
 2386	  481.901	     0.62577	    -0.01693
 2387	  482.103	     0.60264	    -0.01372
 2388	  482.306	     0.58171	    -0.01926
 2389	  482.509	     0.56378	    -0.01864
 2390	  482.712	     0.54440	    -0.01380
 2391	  482.915	     0.52502	    -0.02057
 2392	  483.102	     0.50459	    -0.01958
 2393	  483.305	     0.48245	    -0.01378
 2394	  483.507	     0.46220	    -0.00996
 2395	  483.710	     0.44414	    -0.01840
 2396	  483.913	     0.42445	    -0.02559
 2397	  484.116	     0.40424	    -0.02309
 2398	  484.303	     0.38520	    -0.00568
 2399	  484.506	     0.36310	    -0.00709
 2400	  484.709	     0.34290	    -0.01904
 2401	  484.911	     0.32371	    -0.01553
 2402	  485.114	     0.30507	    -0.00996
 2403	  485.301	     0.28466	    -0.01053
 2404	  485.504	     0.26367	    -0.01471
 2405	  485.707	     0.24379	    -0.01248
 2406	  485.910	     0.22457	    -0.01993
 2407	  486.113	     0.20471	    -0.01157
 2408	  486.315	     0.18516	    -0.01601
 2409	  486.503	     0.16797	    -0.01534
 2410	  486.705	     0.14196	    -0.00886
 2411	  486.908	     0.12228	    -0.01575
 2412	  487.111	     0.10415	    -0.01969
 2413	  487.314	     0.08417	    -0.01641
 2414	  487.501	     0.06363	    -0.01821
 2415	  487.704	     0.04263	    -0.01211
 2416	  487.907	     0.02241	    -0.01439
 2417	  488.109	     0.00187	    -0.01940
 2418	  488.312	     0.01704	    -0.00724	44	Load
 2419	  488.515	     0.03428	    -0.00755
 2420	  488.702	     0.05638	    -0.00778
 2421	  488.905	     0.07730	    -0.00240
 2422	  489.108	     0.09964	     0.00070
 2423	  489.311	     0.11683	     0.00535
 2424	  489.513	     0.13562	     0.00445
 2425	  489.701	     0.15328	    -0.00003
 2426	  489.903	     0.17726	    -0.00119
 2427	  490.106	     0.19884	     0.00617
 2428	  490.309	     0.21540	     0.00660
 2429	  490.512	     0.23485	     0.00657
 2430	  490.715	     0.25548	     0.00341
 2431	  490.902	     0.27525	     0.00273
 2432	  491.105	     0.29609	     0.00010
 2433	  491.307	     0.31775	    -0.00025
 2434	  491.510	     0.33555	    -0.00169
 2435	  491.713	     0.35649	     0.00592
 2436	  491.916	     0.37552	     0.00657
 2437	  492.103	     0.39536	     0.00768
 2438	  492.306	     0.41647	     0.00990
 2439	  492.509	     0.43487	     0.00602
 2440	  492.711	     0.45594	    -0.00066
 2441	  492.914	     0.47606	    -0.00344
 2442	  493.101	     0.49412	     0.00483
 2443	  493.304	     0.51698	     0.00918
 2444	  493.507	     0.53535	     0.01481
 2445	  493.710	     0.55383	    -0.00451
 2446	  493.913	     0.57591	     0.00939
 2447	  494.115	     0.59542	     0.00221
 2448	  494.303	     0.61480	     0.00742
 2449	  494.505	     0.63800	     0.01428
 2450	  494.708	     0.65677	     0.00512
 2451	  494.911	     0.67374	     0.00165
 2452	  495.114	     0.69811	     0.01169
 2453	  495.301	     0.71477	     0.00438
 2454	  495.504	     0.73569	     0.00189
 2455	  495.707	     0.75825	     0.00415
 2456	  495.909	     0.77670	     0.01176
 2457	  496.112	     0.79384	     0.01080
 2458	  496.315	     0.81471	     0.01255
 2459	  496.502	     0.83536	     0.00374
 2460	  496.705	     0.85758	     0.00616
 2461	  496.908	     0.87748	     0.01401
 2462	  497.111	     0.89587	     0.00551
 2463	  497.313	     0.91662	     0.01011
 2464	  497.501	     0.93251	     0.00585
 2465	  497.703	     0.95775	     0.00923
 2466	  497.906	     0.97691	     0.01363
 2467	  498.109	     0.99638	     0.01302
 2468	  498.312	     1.01495	     0.00483
 2469	  498.515	     1.03446	     0.00413
 2470	  498.702	     1.05386	     0.01538
 2471	  498.905	     1.07763	     0.00747
 2472	  499.107	     1.09862	     0.00498
 2473	  499.310	     1.11487	     0.00834
 2474	  499.513	     1.13628	     0.01446
 2475	  499.716	     1.15518	     0.01508
 2476	  499.903	     1.17545	     0.01060
 2477	  500.106	     1.19861	     0.01933
 2478	  500.309	     1.21602	     0.01672
 2479	  500.511	     1.23475	     0.01361
 2480	  500.714	     1.25366	     0.01034
 2481	  500.901	     1.27577	     0.02619
 2482	  501.104	     1.29739	     0.00943
 2483	  501.307	     1.31690	     0.01354
 2484	  501.510	     1.33337	     0.01184
 2485	  501.713	     1.35497	     0.01425
 2486	  501.915	     1.37606	     0.00805
 2487	  502.103	     1.39360	     0.00898
 2488	  502.305	     1.41748	     0.00902
 2489	  502.508	     1.43768	     0.01226
 2490	  502.711	     1.45586	     0.00939
 2491	  502.914	     1.47624	     0.01194
 2492	  503.101	     1.49692	     0.00507
 2493	  503.304	     1.51802	     0.00272
 2494	  503.507	     1.53877	     0.01208
 2495	  503.709	     1.55772	     0.00683
 2496	  503.912	     1.57586	     0.00801
 2497	  504.115	     1.59555	     0.00809
 2498	  504.302	     1.61584	     0.00823
 2499	  504.505	     1.63752	     0.00531
 2500	  504.708	     1.65715	     0.00876
 2501	  504.911	     1.67641	     0.01442
 2502	  505.113	     1.69710	     0.01682
 2503	  505.301	     1.71530	     0.01499
 2504	  505.503	     1.73836	     0.03311
 2505	  505.706	     1.75699	     0.01030
 2506	  505.909	     1.77730	     0.02775
 2507	  506.112	     1.79514	     0.01445
 2508	  506.315	     1.81570	     0.02135
 2509	  506.502	     1.83517	     0.02329
 2510	  506.705	     1.85948	     0.02985
 2511	  506.907	     1.87832	     0.02435
 2512	  507.110	     1.89601	     0.02385
 2513	  507.313	     1.91324	     0.01220
 2514	  507.516	     1.93457	     0.03261
 2515	  507.703	     1.94666	     0.16060
 2516	  507.906	     1.95846	     0.55231
 2517	  508.109	     1.97191	     1.20729
 2518	  508.311	     1.98595	     1.97557
 2519	  508.514	     2.00037	     2.91929
 2520	  508.701	     2.01610	     3.97486
 2521	  508.904	     2.03199	     5.07940
 2522	  509.107	     2.04928	     6.27406
 2523	  509.310	     2.07115	     7.39882
 2524	  509.513	     2.11759	     7.97421
 2525	  509.715	     2.14389	     7.76378
 2526	  509.903	     2.15301	     7.82538
 2527	  510.105	     2.17570	     8.06960
 2528	  510.308	     2.19028	     7.65390	45	Unload
 2529	  510.511	     2.18150	     6.80742
 2530	  510.714	     2.16975	     5.67706
 2531	  510.901	     2.15359	     4.44786
 2532	  511.104	     2.13419	     3.20752
 2533	  511.307	     2.11263	     1.97906
 2534	  511.509	     2.09010	     0.95571
 2535	  511.712	     2.06470	     0.14987
 2536	  511.915	     2.02509	     0.02184
 2537	  512.102	     2.00426	     0.01246
 2538	  512.305	     1.98282	     0.00440
 2539	  512.508	     1.96317	     0.00584
 2540	  512.711	     1.94334	     0.00561
 2541	  512.913	     1.92402	    -0.00004
 2542	  513.101	     1.90635	     0.00247
 2543	  513.303	     1.88314	     0.00477
 2544	  513.506	     1.86268	     0.00572
 2545	  513.709	     1.84322	     0.00396
 2546	  513.912	     1.82519	     0.01702
 2547	  514.115	     1.80499	     0.01404
 2548	  514.302	     1.78535	     0.00851
 2549	  514.505	     1.76390	     0.00946
 2550	  514.707	     1.74236	     0.00601
 2551	  514.910	     1.72533	     0.01262
 2552	  515.113	     1.70489	     0.00286
 2553	  515.316	     1.68440	     0.01291
 2554	  515.503	     1.66490	     0.00702
 2555	  515.706	     1.64290	     0.00461
 2556	  515.909	     1.62227	     0.00448
 2557	  516.111	     1.60552	     0.00108
 2558	  516.314	     1.58399	     0.00917
 2559	  516.501	     1.56516	    -0.00310
 2560	  516.704	     1.54245	     0.00297
 2561	  516.907	     1.52135	     0.00147
 2562	  517.110	     1.50709	    -0.00401
 2563	  517.313	     1.48507	     0.00685
 2564	  517.515	     1.46636	     0.00935
 2565	  517.703	     1.44447	     0.00800
 2566	  517.905	     1.42263	     0.00628
 2567	  518.108	     1.40346	     0.00652
 2568	  518.311	     1.38374	     0.01001
 2569	  518.514	     1.36526	     0.00032
 2570	  518.701	     1.34528	     0.00556
 2571	  518.904	     1.32456	     0.00515
 2572	  519.107	     1.30336	    -0.00017
 2573	  519.309	     1.28255	     0.00913
 2574	  519.512	     1.26583	     0.00950
 2575	  519.715	     1.24355	     0.00536
 2576	  519.902	     1.22410	     0.00906
 2577	  520.105	     1.20349	    -0.00215
 2578	  520.308	     1.18335	     0.00882
 2579	  520.511	     1.16635	    -0.00210
 2580	  520.713	     1.14500	     0.00829
 2581	  520.901	     1.12438	     0.00177
 2582	  521.103	     1.10386	    -0.00149
 2583	  521.306	     1.08149	    -0.00191
 2584	  521.509	     1.06605	     0.00332
 2585	  521.712	     1.04368	     0.01208
 2586	  521.915	     1.02353	     0.01114
 2587	  522.102	     1.00573	     0.00196
 2588	  522.305	     0.98269	     0.01268
 2589	  522.507	     0.96175	     0.00987
 2590	  522.710	     0.94253	     0.00052
 2591	  522.913	     0.92482	     0.01278
 2592	  523.116	     0.90649	     0.01166
 2593	  523.303	     0.88586	     0.01272
 2594	  523.506	     0.86377	     0.01188
 2595	  523.709	     0.84348	     0.01688
 2596	  523.911	     0.82516	     0.01489
 2597	  524.114	     0.80421	     0.01427
 2598	  524.301	     0.78633	     0.02181
 2599	  524.504	     0.76328	     0.01229
 2600	  524.707	     0.74307	     0.01647
 2601	  524.910	     0.72511	     0.00889
 2602	  525.113	     0.70394	     0.01209
 2603	  525.315	     0.68391	     0.01174
 2604	  525.503	     0.66593	     0.00253
 2605	  525.705	     0.64317	    -0.00089
 2606	  525.908	     0.62280	     0.00694
 2607	  526.111	     0.60270	     0.00951
 2608	  526.314	     0.58482	     0.00413
 2609	  526.501	     0.56609	     0.00900
 2610	  526.704	     0.54241	    -0.00058
 2611	  526.907	     0.52330	     0.00220
 2612	  527.109	     0.50322	     0.00600
 2613	  527.312	     0.48436	    -0.00165
 2614	  527.515	     0.46505	     0.00705
 2615	  527.702	     0.44488	     0.01350
 2616	  527.905	     0.42284	     0.00555
 2617	  528.108	     0.40451	     0.01293
 2618	  528.311	     0.38302	     0.01596
 2619	  528.513	     0.36429	     0.00722
 2620	  528.701	     0.34573	     0.01773
 2621	  528.903	     0.32566	     0.01506
 2622	  529.106	     0.30230	     0.00327
 2623	  529.309	     0.28299	     0.01246
 2624	  529.512	     0.26481	     0.01200
 2625	  529.715	     0.24433	     0.02077
 2626	  529.902	     0.22592	     0.02408
 2627	  530.105	     0.20320	     0.01962
 2628	  530.307	     0.18200	     0.01798
 2629	  530.510	     0.16519	     0.01632
 2630	  530.713	     0.14467	     0.00945
 2631	  530.916	     0.12485	     0.01135
 2632	  531.103	     0.10413	     0.01598
 2633	  531.306	     0.08392	     0.02186
 2634	  531.509	     0.06329	     0.00937
 2635	  531.711	     0.04481	     0.00986
 2636	  531.914	     0.02400	     0.01500
 2637	  532.101	     0.00579	     0.01855
 2638	  532.304	     0.01534	     0.01785	46	Load
 2639	  532.507	     0.03608	     0.00928
 2640	  532.710	     0.05461	     0.02375
 2641	  532.913	     0.07561	     0.01494
 2642	  533.115	     0.09482	     0.01067
 2643	  533.303	     0.11451	     0.01970
 2644	  533.505	     0.13629	     0.01188
 2645	  533.708	     0.15730	     0.02019
 2646	  533.911	     0.17582	     0.02135
 2647	  534.114	     0.19429	     0.02158
 2648	  534.301	     0.21407	     0.03380
 2649	  534.504	     0.23511	     0.02592
 2650	  534.707	     0.25690	     0.01871
 2651	  534.909	     0.27587	     0.02217
 2652	  535.112	     0.29511	     0.01812
 2653	  535.315	     0.31609	     0.02350
 2654	  535.502	     0.33514	     0.02621
 2655	  535.705	     0.35584	     0.02625
 2656	  535.908	     0.37577	     0.03074
 2657	  536.111	     0.39384	     0.03342
 2658	  536.313	     0.41520	     0.02351
 2659	  536.501	     0.43478	     0.02749
 2660	  536.703	     0.45745	     0.02064
 2661	  536.906	     0.47686	     0.02774
